path,filename,archive,market_start,market_end,complete,line_count,book_messages_total,in_window_book_messages,trade_count_window,snapshots,deltas,sequence_breaks,first_book_age,last_book_age,sampled_points,outcome,outcome_source,final_quote_proxy,final_trade_proxy,elapsed_seconds,fatal_error,raw_status,raw_leader,raw_leader_time,raw_pullback_time,raw_confirm_time,raw_entry_side,raw_up_ask_at_entry,raw_down_ask_at_entry,raw_entry_levels,sampled_status,sampled_leader,sampled_leader_time,sampled_pullback_time,sampled_confirm_time,sampled_entry_side,sampled_up_ask_at_entry,sampled_down_ask_at_entry,sampled_entry_levels,market_start_utc,market_end_utc,raw_flat_cash_budget,raw_flat_total_debit,raw_flat_principal,raw_flat_fee,raw_flat_shares,raw_flat_avg_price,raw_flat_effective_cost_per_share,raw_flat_worst_price,raw_flat_levels_used,raw_flat_fill_ratio,raw_flat_win,raw_flat_pnl,sampled_flat_cash_budget,sampled_flat_total_debit,sampled_flat_principal,sampled_flat_fee,sampled_flat_shares,sampled_flat_avg_price,sampled_flat_effective_cost_per_share,sampled_flat_worst_price,sampled_flat_levels_used,sampled_flat_fill_ratio,sampled_flat_win,sampled_flat_pnl
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1785941700-2026-08-09.txt.zst,polymarket-btc-updown-5m-1785941700-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1785941700,1785942000,False,202,200,0,0,1,199,0,,,301,UNKNOWN,not_extreme,,,0.009759187698364258,,no_leader,,,,,,,,,no_leader,,,,,,,,,2026-08-05T14:55:00+00:00,2026-08-05T15:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786232100-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786232100-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786232100,1786232400,False,4,1,0,0,1,0,0,,,301,UNKNOWN,not_extreme,,,0.001138925552368164,,no_leader,,,,,,,,,no_leader,,,,,,,,,2026-08-08T23:35:00+00:00,2026-08-08T23:40:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786232400-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786232400-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786232400,1786232700,False,4,1,0,0,1,0,0,,,301,UNKNOWN,not_extreme,,,0.0009489059448242188,,no_leader,,,,,,,,,no_leader,,,,,,,,,2026-08-08T23:40:00+00:00,2026-08-08T23:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786232700-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786232700-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786232700,1786233000,False,120,117,0,0,1,116,0,,,301,UNKNOWN,not_extreme,,,0.03820085525512695,,no_leader,,,,,,,,,no_leader,,,,,,,,,2026-08-08T23:45:00+00:00,2026-08-08T23:50:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786233000-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786233000-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786233000,1786233300,False,45271,44739,42815,519,539,44200,0,83.580282822,300.0,301,DOWN,quotes+trades,0.001,0.001,1.2357680797576904,,no_pullback,DOWN,93.319,,,,,,,no_pullback,DOWN,94.0,,,,,,,2026-08-08T23:50:00+00:00,2026-08-08T23:55:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786233300-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786233300-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786233300,1786233600,True,89626,88165,84924,1415,1505,86660,0,0.0,300.0,301,UP,quotes+trades,0.99,0.99,2.1264588832855225,,opposite_confirmed_first,UP,72.438,122.865,125.94,,,,,opposite_confirmed_first,UP,73.0,123.0,126.0,,,,,2026-08-08T23:55:00+00:00,2026-08-09T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786233600-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786233600-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786233600,1786233900,True,80827,79578,75241,1213,1284,78294,0,0.0,299.996,301,UP,quotes+trades,0.99,0.99,1.7829790115356445,,leader_confirm_too_soon_after_pullback,DOWN,108.989,117.638,130.178,,,,,leader_confirm_too_soon_after_pullback,DOWN,109.0,118.0,134.0,,,,,2026-08-09T00:00:00+00:00,2026-08-09T00:05:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786233900-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786233900-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786233900,1786234200,True,74457,73492,69541,921,981,72511,0,0.0,299.99,301,DOWN,quotes+trades,0.01,0.01,1.5626208782196045,,leader_confirm_too_soon_after_pullback,DOWN,53.552,72.78,87.64,,,,,leader_confirm_too_soon_after_pullback,DOWN,54.0,73.0,88.0,,,,,2026-08-09T00:05:00+00:00,2026-08-09T00:10:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786234200-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786234200-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786234200,1786234500,True,102836,100587,95846,2081,2371,98216,0,0.0,300.0,301,UP,quotes+trades,0.99,0.99,1.9743399620056152,,leader_confirm_too_soon_after_pullback,DOWN,1.867,1.9,1.901,,,,,opposite_confirmed_first,DOWN,2.0,3.0,156.0,,,,,2026-08-09T00:10:00+00:00,2026-08-09T00:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786234500-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786234500-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786234500,1786234800,True,84099,82910,78724,1157,1236,81674,0,0.0,300.0,301,UP,quotes+trades,0.99,0.99,2.092453956604004,,leader_confirm_too_soon_after_pullback,DOWN,151.439,199.796,200.721,,,,,leader_confirm_too_soon_after_pullback,DOWN,152.0,200.0,201.0,,,,,2026-08-09T00:15:00+00:00,2026-08-09T00:20:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786234800-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786234800-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786234800,1786235100,True,78507,77182,74035,1271,1365,75817,0,0.0,300.0,301,UP,quotes+trades,0.99,0.99,1.940608024597168,,trade,DOWN,69.253,69.256,184.756,DOWN,0.26,0.76,"[[0.76,22.76],[0.77,36.0],[0.78,64.0],[0.79,50.0],[0.8,88.5],[0.81,47.0],[0.82,44.0],[0.83,50.0]]",trade,DOWN,70.0,71.0,185.0,DOWN,0.25,0.76,"[[0.76,22.76],[0.77,36.0],[0.78,64.0],[0.79,50.0],[0.8,88.5],[0.81,47.0],[0.82,44.0],[0.83,50.0]]",2026-08-09T00:20:00+00:00,2026-08-09T00:25:00+00:00,300.0,299.99999999999994,295.76664073525046,4.233359264749481,371.9937840183741,0.7950849004526418,0.8064650886348732,0.83,8.0,0.9999999999999998,False,-299.99999999999994,300.0,299.99999999999994,295.76664073525046,4.233359264749481,371.9937840183741,0.7950849004526418,0.8064650886348732,0.83,8.0,0.9999999999999998,False,-299.99999999999994
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786235100-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786235100-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786235100,1786235400,True,74616,73630,69235,959,1003,72627,0,0.0,299.983,301,DOWN,quotes+trades,0.01,0.01,1.632396936416626,,leader_confirm_too_soon_after_pullback,DOWN,130.163,135.113,141.546,,,,,leader_confirm_too_soon_after_pullback,DOWN,131.0,136.0,146.0,,,,,2026-08-09T00:25:00+00:00,2026-08-09T00:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786235400-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786235400-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786235400,1786235700,True,85219,83599,78111,1484,1668,81931,0,0.0,300.0,301,UP,quotes+trades,0.99,0.99,1.5570449829101562,,leader_confirm_too_soon_after_pullback,DOWN,3.6,3.635,6.919,,,,,leader_confirm_too_soon_after_pullback,DOWN,7.0,8.0,39.0,,,,,2026-08-09T00:30:00+00:00,2026-08-09T00:35:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786235700-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786235700-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786235700,1786236000,True,83689,81968,78641,1688,1789,80179,0,0.0,300.0,301,UP,quotes+trades,0.99,0.99,2.0152740478515625,,leader_confirm_too_soon_after_pullback,UP,109.542,151.834,153.188,,,,,leader_confirm_too_soon_after_pullback,UP,110.0,152.0,154.0,,,,,2026-08-09T00:35:00+00:00,2026-08-09T00:40:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786236000-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786236000-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786236000,1786236300,True,77885,76966,72447,876,943,76023,0,0.0,300.0,301,DOWN,quotes+trades,0.01,0.01,2.0546090602874756,,no_pullback,DOWN,120.677,,,,,,,no_pullback,DOWN,121.0,,,,,,,2026-08-09T00:40:00+00:00,2026-08-09T00:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786236300-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786236300-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786236300,1786236600,True,85431,84114,80108,1282,1343,82771,0,0.0,300.0,301,DOWN,quotes,0.001,,1.8072142601013184,,leader_confirm_too_soon_after_pullback,UP,42.155,42.157,42.29,,,,,leader_confirm_too_soon_after_pullback,UP,43.0,46.0,52.0,,,,,2026-08-09T00:45:00+00:00,2026-08-09T00:50:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786236600-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786236600-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786236600,1786236900,True,89451,88105,84288,1304,1401,86704,0,0.0,299.984,301,UP,quotes+trades,0.99,0.99,2.716615915298462,,opposite_confirmed_first,DOWN,179.132,247.515,253.06,,,,,opposite_confirmed_first,DOWN,180.0,248.0,254.0,,,,,2026-08-09T00:50:00+00:00,2026-08-09T00:55:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786236900-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786236900-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786236900,1786237200,True,105530,102526,96496,2842,3162,99364,0,0.0,299.997,301,UP,quotes+trades,0.99,0.99,2.597421169281006,,leader_confirm_too_soon_after_pullback,DOWN,22.715,27.105,28.188,,,,,opposite_confirmed_first,DOWN,23.0,38.0,187.0,,,,,2026-08-09T00:55:00+00:00,2026-08-09T01:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786237200-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786237200-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786237200,1786237500,True,81603,80243,76851,1320,1438,78805,0,0.0,299.999,301,UP,quotes+trades,0.999,0.999,1.9794785976409912,,leader_confirm_too_soon_after_pullback,UP,118.181,118.191,118.194,,,,,no_pullback,UP,119.0,,,,,,,2026-08-09T01:00:00+00:00,2026-08-09T01:05:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786237500-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786237500-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786237500,1786237800,True,81568,80490,76346,1023,1105,79385,0,0.0,300.0,301,DOWN,quotes+trades,0.01,0.01,1.9451367855072021,,leader_confirm_too_soon_after_pullback,DOWN,105.979,125.448,131.444,,,,,leader_confirm_too_soon_after_pullback,DOWN,106.0,126.0,132.0,,,,,2026-08-09T01:05:00+00:00,2026-08-09T01:10:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786237800-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786237800-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786237800,1786238100,True,93343,91730,87829,1564,1682,90048,0,0.0,300.0,301,DOWN,quotes+trades,0.01,0.01,2.2911970615386963,,leader_confirm_too_soon_after_pullback,UP,150.927,158.127,166.244,,,,,leader_confirm_too_soon_after_pullback,UP,151.0,159.0,167.0,,,,,2026-08-09T01:10:00+00:00,2026-08-09T01:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786238100-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786238100-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786238100,1786238400,True,88378,86618,81511,1640,1837,84781,0,0.0,299.983,301,UP,quotes+trades,0.99,0.99,1.9721248149871826,,leader_confirm_too_soon_after_pullback,UP,0.0,0.156,9.101,,,,,leader_confirm_too_early_in_market,UP,0.0,1.0,57.0,,,,,2026-08-09T01:15:00+00:00,2026-08-09T01:20:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786238400-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786238400-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786238400,1786238700,True,71187,70191,66566,964,1043,69148,0,0.0,300.0,301,DOWN,quotes+trades,0.001,0.001,1.5255248546600342,,leader_confirm_too_soon_after_pullback,DOWN,15.67,17.014,17.068,,,,,leader_confirm_too_soon_after_pullback,DOWN,16.0,19.0,21.0,,,,,2026-08-09T01:20:00+00:00,2026-08-09T01:25:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786238700-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786238700-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786238700,1786239000,True,70342,69465,64746,833,920,68545,0,0.0,300.0,301,DOWN,quotes+trades,0.001,0.001,1.4224929809570312,,leader_confirm_too_soon_after_pullback,DOWN,19.992,20.013,20.108,,,,,no_pullback,DOWN,20.0,,,,,,,2026-08-09T01:25:00+00:00,2026-08-09T01:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786239000-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786239000-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786239000,1786239300,True,84715,83434,78217,1170,1338,82096,0,0.0,300.0,301,UP,quotes+trades,0.99,0.99,1.8749871253967285,,leader_confirm_too_early_in_market,UP,18.58,20.214,85.223,,,,,leader_confirm_too_early_in_market,UP,19.0,21.0,86.0,,,,,2026-08-09T01:30:00+00:00,2026-08-09T01:35:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786239300-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786239300-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786239300,1786239600,True,100561,98698,92470,1692,1914,96784,0,0.0,300.0,301,DOWN,quotes+trades,0.01,0.01,2.1988351345062256,,leader_confirm_too_soon_after_pullback,UP,92.137,94.361,108.907,,,,,leader_confirm_too_soon_after_pullback,UP,93.0,95.0,109.0,,,,,2026-08-09T01:35:00+00:00,2026-08-09T01:40:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786239600-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786239600-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786239600,1786239900,True,87800,86573,82369,1195,1268,85305,0,0.0,299.993,301,UP,quotes+trades,0.99,0.99,1.4886469841003418,,leader_confirm_too_soon_after_pullback,DOWN,48.932,49.19,49.501,,,,,leader_confirm_too_soon_after_pullback,DOWN,49.0,51.0,81.0,,,,,2026-08-09T01:40:00+00:00,2026-08-09T01:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786239900-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786239900-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786239900,1786240200,True,89730,88425,84536,1267,1344,87081,0,0.001,300.0,301,DOWN,quotes+trades,0.01,0.01,2.2656941413879395,,leader_confirm_too_soon_after_pullback,UP,178.206,178.251,178.828,,,,,opposite_confirmed_first,UP,179.0,188.0,207.0,,,,,2026-08-09T01:45:00+00:00,2026-08-09T01:50:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786240200-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786240200-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786240200,1786240500,True,71993,70879,67161,1074,1144,69735,0,0.0,299.993,301,DOWN,quotes+trades,0.01,0.01,1.339749813079834,,leader_confirm_too_soon_after_pullback,DOWN,41.452,41.74,41.776,,,,,leader_confirm_too_soon_after_pullback,DOWN,42.0,43.0,46.0,,,,,2026-08-09T01:50:00+00:00,2026-08-09T01:55:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786240500-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786240500-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786240500,1786240800,True,102479,100626,93898,1729,1920,98706,0,0.005,299.981,301,UP,quotes+trades,0.97,0.98,2.5053482055664062,,leader_confirm_too_soon_after_pullback,UP,89.902,91.212,125.192,,,,,leader_confirm_too_early_in_market,UP,90.0,92.0,137.0,,,,,2026-08-09T01:55:00+00:00,2026-08-09T02:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786240800-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786240800-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786240800,1786241100,True,88278,86713,81773,1520,1631,85082,0,0.0,299.988,301,DOWN,quotes+trades,0.01,0.01,2.1367673873901367,,leader_confirm_too_early_in_market,DOWN,33.105,36.116,124.881,,,,,leader_confirm_too_early_in_market,DOWN,34.0,37.0,125.0,,,,,2026-08-09T02:00:00+00:00,2026-08-09T02:05:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786241100-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786241100-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786241100,1786241400,True,80667,79632,75012,964,1050,78582,0,0.0,300.0,301,DOWN,quotes+trades,0.01,0.01,2.5164029598236084,,no_pullback,DOWN,114.823,,,,,,,no_pullback,DOWN,115.0,,,,,,,2026-08-09T02:05:00+00:00,2026-08-09T02:10:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786241400-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786241400-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786241400,1786241700,True,74915,73828,67623,916,1117,72711,0,0.0,299.99,301,UP,quotes+trades,0.999,0.999,1.4646871089935303,,leader_confirm_too_soon_after_pullback,UP,1.375,1.81,9.193,,,,,no_pullback,UP,7.0,,,,,,,2026-08-09T02:10:00+00:00,2026-08-09T02:15:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786241700-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786241700-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786241700,1786242000,True,72632,71697,66811,874,951,70746,0,0.0,300.0,301,DOWN,quotes+trades,0.01,0.01,1.5278971195220947,,leader_confirm_too_soon_after_pullback,DOWN,34.702,35.048,56.203,,,,,leader_confirm_too_soon_after_pullback,DOWN,35.0,36.0,57.0,,,,,2026-08-09T02:15:00+00:00,2026-08-09T02:20:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786242000-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786242000-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786242000,1786242300,True,79217,78137,73859,997,1121,77016,0,0.0,300.0,301,UP,quotes+trades,0.99,0.99,2.293728828430176,,trade,UP,168.384,168.799,216.48,UP,0.76,0.26,"[[0.76,5.0],[0.77,10.0],[0.78,101.2],[0.79,20.0],[0.8,22.5],[0.81,26.2],[0.82,26.0],[0.83,26.0],[0.84,34.5],[0.85,48.67],[0.86,15.0],[0.87,58.46]]",leader_confirm_too_soon_after_pullback,UP,216.0,224.0,244.0,,,,,2026-08-09T02:20:00+00:00,2026-08-09T02:25:00+00:00,300.0,300.0,296.19550242790604,3.8044975720939456,363.33207175621385,0.815219809790547,0.8256909403838482,0.87,12.0,1.0,True,63.33207175621385,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786242300-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786242300-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786242300,1786242600,True,104072,102001,98071,1990,2146,99855,0,0.0,299.994,301,UP,trades,0.7749999999999999,0.99,2.290226936340332,,leader_confirm_too_soon_after_pullback,DOWN,20.666,20.756,21.797,,,,,leader_confirm_too_soon_after_pullback,DOWN,22.0,23.0,24.0,,,,,2026-08-09T02:25:00+00:00,2026-08-09T02:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786242600-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786242600-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786242600,1786242900,True,105885,103574,99052,2260,2394,101180,0,0.0,299.981,301,UP,quotes+trades,0.975,0.99,2.4208428859710693,,leader_confirm_too_soon_after_pullback,DOWN,52.567,56.095,78.407,,,,,leader_confirm_too_soon_after_pullback,DOWN,53.0,57.0,79.0,,,,,2026-08-09T02:30:00+00:00,2026-08-09T02:35:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786242900-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786242900-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786242900,1786243200,True,76851,75643,69766,1099,1233,74410,0,0.0,300.0,301,DOWN,quotes+trades,0.01,0.01,1.7841870784759521,,leader_confirm_too_soon_after_pullback,DOWN,93.91,93.929,93.973,,,,,leader_confirm_too_soon_after_pullback,DOWN,94.0,107.0,108.0,,,,,2026-08-09T02:35:00+00:00,2026-08-09T02:40:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786243200-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786243200-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786243200,1786243500,True,75635,74565,69889,998,1081,73484,0,0.0,300.0,301,DOWN,quotes+trades,0.001,0.001,1.4502050876617432,,leader_confirm_too_soon_after_pullback,DOWN,0.428,0.488,15.464,,,,,trade,DOWN,16.0,17.0,186.0,DOWN,0.08,0.9299999999999999,"[[0.93,30.63],[0.94,280.0],[0.95,390.0]]",2026-08-09T02:40:00+00:00,2026-08-09T02:45:00+00:00,,,,,,,,,,,,,300.0,300.0,298.7303236073742,1.2696763926258106,318.0451827446044,0.9392700780104557,0.94326220385141,0.95,3.0,1.0,True,18.045182744604404
